1	-1.98363201426071	0.814
1	-3.13639760234572	0.93
1	-3.96726402852142	0.808
1	-4.95908003565177	1.006
1	-6.27279520469145	1.029
1	-7.15222998509908	0.603
1	-8.17896968992497	0.401
1	-9.09043475485403	0.715
1	-9.91816007130355	0.212
1	-11.0269867410993	0.231
1	-11.85446866918	0.246
1	-13.023182194946	0.281
1	-14.0263964866248	0.419
1	-14.9521888941811	0.186
1	-16.0893802176925	0.303
1	-17.0095041944548	0.499
1	-18.108	0.735
1	-19.0875079567763	0.186
1	-20.2453594682831	0.813
1	-21.1455883213153	0.628
1	-22.1776801311589	0.222
1	-22.7538197140381	0.472
1	-23.377327477708	0.753
1	-24.0550715210401	0.796
1	-24.7954001782589	0.875
1	-25.608579187452	0.951
1	-26.5073977814281	0.012
1	-27.5080266887266	0.017
1	-28.6312619351645	0.02
1	-29.9043777883622	0.032
1	-31.3639760234572	0.036
1	-32.010723984315	0.037
1	-33.0605335710118	0.028
1	-34.0190083889097	0.035
1	-35.0659912165619	0.079
1	-35.9769478826007	0.04
1	-36.9628002185982	0.057
1	-38.0344076423688	0.047
1	-38.9022244173181	0.06
1	-41.1829181193803	1.132
1	-41.9118759167034	3.165
1	-43.0817343425525	2.853
1	-43.9183509815792	2.383
1	-45.27	2.341
1	-46.2436597769383	0.038
1	-47.2829729106866	0.814
1	-48.3956656855018	0.93
1	-48.9823012336736	0.808
1	-49.5908003565177	1.006
1	-50.2225557662322	1.029
2	-1.98363201426071	1.117
2	-3.13639760234572	0.716
2	-3.96726402852142	1.45
2	-4.95908003565177	1.101
2	-6.27279520469145	1.236
2	-7.15222998509908	1.198
2	-8.17896968992497	1.547
2	-9.09043475485403	1.003
2	-9.91816007130355	1.663
2	-11.0269867410993	1.517
2	-11.85446866918	1.75
2	-13.023182194946	1.817
2	-14.0263964866248	1.619
2	-14.9521888941811	1.581
2	-16.0893802176925	1.648
2	-17.0095041944548	1.906
2	-18.108	1.279
2	-19.0875079567763	1.841
2	-20.2453594682831	1.13
2	-21.1455883213153	1.52
2	-22.1776801311589	1.872
2	-22.7538197140381	1.27
2	-23.377327477708	0.686
2	-24.0550715210401	1.119
2	-24.7954001782589	1.178
2	-25.608579187452	1.114
2	-26.5073977814281	1.475
2	-27.5080266887266	1.899
2	-28.6312619351645	1.891
2	-29.9043777883622	2.137
2	-31.3639760234572	1.792
2	-32.010723984315	1.776
2	-33.0605335710118	0.034
2	-34.0190083889097	0.033
2	-35.0659912165619	0.073
2	-35.9769478826007	0.05
2	-36.9628002185982	0.079
2	-38.0344076423688	0.04
2	-38.9022244173181	0.076
2	-41.1829181193803	0.186
2	-41.9118759167034	0.013
2	-43.0817343425525	0.009
2	-43.9183509815792	0.068
2	-45.27	0.013
2	-46.2436597769383	0.022
2	-47.2829729106866	1.117
2	-48.3956656855018	0.716
2	-48.9823012336736	1.45
2	-49.5908003565177	1.101
2	-50.2225557662322	1.236
3	-1.98363201426071	0.81
3	-3.13639760234572	0.985
3	-3.96726402852142	0.659
3	-4.95908003565177	0.667
3	-6.27279520469145	0.718
3	-7.15222998509908	0.452
3	-8.17896968992497	0.367
3	-9.09043475485403	0.65
3	-9.91816007130355	0.217
3	-11.0269867410993	0.483
3	-11.85446866918	0.162
3	-13.023182194946	0.346
3	-14.0263964866248	0.281
3	-14.9521888941811	0.454
3	-16.0893802176925	0.256
3	-17.0095041944548	0.232
3	-18.108	0.597
3	-19.0875079567763	0.213
3	-20.2453594682831	0.887
3	-21.1455883213153	0.671
3	-22.1776801311589	0.22
3	-22.7538197140381	0.423
3	-23.377327477708	0.619
3	-24.0550715210401	0.865
3	-24.7954001782589	0.945
3	-25.608579187452	1.013
3	-26.5073977814281	1.403
3	-27.5080266887266	1.979
3	-28.6312619351645	0.094
3	-29.9043777883622	0.027
3	-31.3639760234572	0.031
3	-32.010723984315	0.029
3	-33.0605335710118	0.031
3	-34.0190083889097	0.045
3	-35.0659912165619	0.073
3	-35.9769478826007	4.722
3	-36.9628002185982	0.681
3	-38.0344076423688	0.051
3	-38.9022244173181	0.06
3	-41.1829181193803	0.16
3	-41.9118759167034	0.012
3	-43.0817343425525	0.642
3	-43.9183509815792	0.145
3	-45.27	0.013
3	-46.2436597769383	0.022
3	-47.2829729106866	0.81
3	-48.3956656855018	0.985
3	-48.9823012336736	0.659
3	-49.5908003565177	0.667
3	-50.2225557662322	0.718
4	-1.98363201426071	0.925
4	-3.13639760234572	0.42
4	-3.96726402852142	0.633
4	-4.95908003565177	0.72
4	-6.27279520469145	0.699
4	-7.15222998509908	0.532
4	-8.17896968992497	0.47
4	-9.09043475485403	0.863
4	-9.91816007130355	0.145
4	-11.0269867410993	0.446
4	-11.85446866918	0.204
4	-13.023182194946	0.236
4	-14.0263964866248	0.4
4	-14.9521888941811	0.264
4	-16.0893802176925	0.251
4	-17.0095041944548	0.264
4	-18.108	0.383
4	-19.0875079567763	0.252
4	-20.2453594682831	0.806
4	-21.1455883213153	0.594
4	-22.1776801311589	0.239
4	-22.7538197140381	0.332
4	-23.377327477708	0.835
4	-24.0550715210401	0.945
4	-24.7954001782589	1.053
4	-25.608579187452	1.027
4	-26.5073977814281	0.018
4	-27.5080266887266	0.019
4	-28.6312619351645	0.021
4	-29.9043777883622	0.034
4	-31.3639760234572	0.023
4	-32.010723984315	0.034
4	-33.0605335710118	0.124
4	-34.0190083889097	0.403
4	-35.0659912165619	0.232
4	-35.9769478826007	0.06
4	-36.9628002185982	0.057
4	-38.0344076423688	0.036
4	-38.9022244173181	1.839
4	-41.1829181193803	2.359
4	-41.9118759167034	0.041
