1	-1.98363201426071	0.549
1	-3.13639760234572	0.769
1	-3.96726402852142	1.202
1	-4.95908003565177	1.027
1	-6.27279520469145	0.916
1	-7.15222998509908	0.593
1	-8.17896968992497	2.032
1	-9.09043475485403	0.887
1	-9.91816007130355	1.54
1	-11.0269867410993	1.747
1	-11.85446866918	1.512
1	-13.023182194946	1.362
1	-14.0263964866248	1.691
1	-14.9521888941811	1.187
1	-16.0893802176925	1.398
1	-17.0095041944548	1.387
1	-18.108	1.226
1	-19.0875079567763	1.47
1	-20.2453594682831	1.061
1	-21.1455883213153	1.339
1	-22.1776801311589	1.709
1	-22.7538197140381	1.298
1	-23.377327477708	1.277
1	-24.0550715210401	0.81
1	-24.7954001782589	0.745
1	-25.608579187452	0.977
1	-26.5073977814281	0.876
1	-27.5080266887266	1.482
1	-28.6312619351645	1.081
1	-29.9043777883622	1.871
1	-31.3639760234572	2.723
1	-32.010723984315	2.124
1	-33.0605335710118	1.989
1	-34.0190083889097	1.786
1	-35.0659912165619	2.581
1	-35.9769478826007	0.087
1	-36.9628002185982	0.056
1	-38.0344076423688	0.088
1	-38.9022244173181	4.061
1	-41.1829181193803	0.235
1	-41.9118759167034	0.725
1	-43.0817343425525	0.009
1	-43.9183509815792	0.146
1	-45.27	0.021
1	-46.2436597769383	0.087
1	-47.2829729106866	0.549
1	-48.3956656855018	0.769
1	-48.9823012336736	1.202
1	-49.5908003565177	1.027
1	-50.8790876283639	0.916
1	-51.5620589612588	0.593
1	-52.2732933724287	2.032
1	-53.0147955628561	0.887
1	-54.5976742761414	1.54
1	-55.4442003278972	1.747
1	-56.3313638645356	1.512
1	-57.262523870329	1.362
1	-58.2414413425284	1.691
1	-59.2723433459002	1.187
1	-60.36	1.398
2	-1.98363201426071	1.141
2	-3.13639760234572	0.656
2	-3.96726402852142	1.202
2	-4.95908003565177	0.731
2	-6.27279520469145	0.73
2	-7.15222998509908	1.523
2	-8.17896968992497	1.106
2	-9.09043475485403	0.925
2	-9.91816007130355	1.54
2	-11.0269867410993	1.52
2	-11.85446866918	1.924
2	-13.023182194946	1.336
2	-14.0263964866248	1.348
2	-14.9521888941811	2.113
2	-16.0893802176925	1.587
2	-17.0095041944548	1.534
2	-18.108	1.352
2	-19.0875079567763	1.583
2	-20.2453594682831	0.925
2	-21.1455883213153	1.143
2	-22.1776801311589	1.699
2	-22.7538197140381	1.38
2	-23.377327477708	1.055
2	-24.0550715210401	0.493
2	-24.7954001782589	0.495
2	-25.608579187452	0.553
2	-26.5073977814281	0.794
2	-27.5080266887266	0.961
2	-28.6312619351645	0.896
2	-29.9043777883622	0.938
2	-31.3639760234572	0.862
2	-32.010723984315	1.695
2	-33.0605335710118	2.795
2	-34.0190083889097	0.029
2	-35.0659912165619	0.084
2	-35.9769478826007	0.092
2	-36.9628002185982	0.038
2	-38.0344076423688	0.038
2	-38.9022244173181	0.044
2	-41.1829181193803	0.176
2	-41.9118759167034	0.013
2	-43.0817343425525	0.012
2	-43.9183509815792	0.06
2	-45.27	0.034
2	-46.2436597769383	2.444
2	-47.2829729106866	1.141
2	-48.3956656855018	0.656
2	-48.9823012336736	1.202
2	-49.5908003565177	0.731
2	-50.8790876283639	0.73
2	-51.5620589612588	1.523
2	-52.2732933724287	1.106
2	-53.0147955628561	0.925
2	-54.5976742761414	1.54
2	-55.4442003278972	1.52
2	-56.3313638645356	1.924
2	-57.262523870329	1.336
2	-58.2414413425284	1.348
2	-59.2723433459002	2.113
2	-60.36	1.587
3	-1.98363201426071	1.1
3	-3.13639760234572	1.122
3	-3.96726402852142	0.752
3	-4.95908003565177	1.027
3	-6.27279520469145	0.988
3	-7.15222998509908	1.322
3	-8.17896968992497	0.457
3	-9.09043475485403	0.697
3	-9.91816007130355	1.019
3	-11.0269867410993	1.077
3	-11.85446866918	1.577
3	-13.023182194946	1.47
3	-14.0263964866248	1.691
3	-14.9521888941811	1.531
3	-16.0893802176925	1.594
3	-17.0095041944548	1.685
3	-18.108	1.442
3	-19.0875079567763	1.619
3	-20.2453594682831	0.791
3	-21.1455883213153	1.162
3	-22.1776801311589	1.792
3	-22.7538197140381	1.273
3	-23.377327477708	1.02
3	-24.0550715210401	0.872
3	-24.7954001782589	0.703
3	-25.608579187452	0.981
3	-26.5073977814281	0.884
3	-27.5080266887266	1.261
3	-28.6312619351645	1.039
3	-29.9043777883622	1.784
3	-31.3639760234572	2.826
3	-32.010723984315	2.221
3	-33.0605335710118	2.162
3	-34.0190083889097	2.26
3	-35.0659912165619	0.068
3	-35.9769478826007	0.057
3	-36.9628002185982	0.035
3	-38.0344076423688	0.035
3	-38.9022244173181	0.058
3	-41.1829181193803	0.141
3	-41.9118759167034	1.954
3	-43.0817343425525	2.567
3	-43.9183509815792	2.796
3	-45.27	2.155
3	-46.2436597769383	4.254
3	-47.2829729106866	1.1
3	-48.3956656855018	1.122
3	-48.9823012336736	0.752
3	-49.5908003565177	1.027
3	-50.8790876283639	0.988
3	-51.5620589612588	1.322
3	-52.2732933724287	0.457
3	-53.0147955628561	0.697
3	-54.5976742761414	1.019
3	-55.4442003278972	1.077
3	-56.3313638645356	1.577
3	-57.262523870329	1.47
3	-58.2414413425284	1.691
3	-59.2723433459002	1.531
3	-60.36	1.594
4	-1.98363201426071	0.73
